time,value
0.0,0.5319
0.1,0.8005
0.2,0.9741
0.3,0.9768
0.4,0.9059
0.51,0.7202
0.61,0.4831
0.71,0.2247
0.81,0.0
0.91,0.0242
1.01,0.0992
1.11,0.2343
1.21,0.551
1.31,0.7692
1.41,0.9329
1.52,0.9561
1.62,0.9164
1.72,0.7417
1.82,0.5463
1.92,0.2768
2.02,0.0813
2.12,0.0288
2.22,0.0882
2.32,0.2408
2.42,0.4495
2.53,0.7183
2.63,0.9309
2.73,0.9882
2.83,0.9374
2.93,0.7368
3.03,0.4549
3.13,0.2353
3.23,0.1025
3.33,0.0
3.43,0.0903
3.54,0.2285
3.64,0.424
3.74,0.7546
3.84,0.9482
3.94,0.9796
4.04,0.9103
4.14,0.7355
4.24,0.5086
4.34,0.2437
4.44,0.0691
4.55,0.0
4.65,0.0296
4.75,0.2106
4.85,0.4806
4.95,0.7254
5.05,0.9136
5.15,1.0188
5.25,0.9285
5.35,0.7677
5.45,0.5521
5.56,0.2355
5.66,0.1066
5.76,0.003
5.86,0.0854
5.96,0.2185
6.06,0.435
6.16,0.7372
6.26,0.951
6.36,1.0228
6.46,0.9234
6.57,0.7761
6.67,0.5179
6.77,0.2692
6.87,0.0838
6.97,0.0
7.07,0.0785
7.17,0.2124
7.27,0.5112
7.37,0.7487
7.47,0.9146
7.58,1.0074
7.68,0.9148
7.78,0.7242
7.88,0.5566
7.98,0.2368
8.08,0.09
8.18,0.0025
8.28,0.0638
8.38,0.1492
8.48,0.4531
8.59,0.7643
8.69,0.9001
8.79,0.9767
8.89,0.923
8.99,0.7409
9.09,0.5147
9.19,0.3186
9.29,0.0805
9.39,0.0489
9.49,0.0474
9.6,0.2
9.7,0.4519
9.8,0.6891
9.9,0.9606
10.0,1.0361
