time,value
0.0,0.4233
0.1,0.8992
0.2,0.9286
0.3,0.8791
0.4,0.444
0.51,0.0363
0.61,0.2331
0.71,0.6919
0.81,0.9001
0.91,0.9329
1.01,0.5588
1.11,0.0497
1.21,0.0645
1.31,0.3691
1.41,0.7146
1.52,1.1551
1.62,1.2
1.72,0.5598
1.82,0.1
1.92,0.0601
2.02,0.4728
2.12,0.8154
2.22,0.917
2.32,0.7856
2.42,0.3798
2.53,0.0
2.63,0.0
2.73,0.42
2.83,0.906
2.93,1.0066
3.03,0.7422
3.13,0.6952
3.23,0.0
3.33,0.1977
3.43,0.65
3.54,1.1018
3.64,0.8494
3.74,0.6475
3.84,0.1891
3.94,0.0742
4.04,0.3087
4.14,0.6626
4.24,1.0232
4.34,0.8933
4.44,0.5615
4.55,0.1349
4.65,0.1352
4.75,0.3391
4.85,0.8671
4.95,1.11
5.05,0.7923
5.15,0.2789
5.25,0.0034
5.35,0.1809
5.45,0.5279
5.56,1.0096
5.66,1.1442
5.76,0.839
5.86,0.2087
5.96,0.0
6.06,0.176
6.16,0.5631
6.26,0.9235
6.36,0.8916
6.46,0.5141
6.57,0.0876
6.67,0.0014
6.77,0.2354
6.87,0.6062
6.97,1.043
7.07,0.8878
7.17,0.6792
7.27,0.1198
7.37,0.0846
7.47,0.3647
7.58,0.8374
7.68,0.7762
7.78,0.7736
7.88,0.731
7.98,0.0671
8.08,0.0206
8.18,0.332
8.28,0.7617
8.38,1.0636
8.48,0.7389
8.59,0.2659
8.69,0.0085
8.79,0.1667
8.89,0.5289
8.99,1.0104
9.09,0.934
9.19,0.6609
9.29,0.2057
9.39,0.0
9.49,0.0745
9.6,0.5621
9.7,0.8876
9.8,1.0038
9.9,0.5463
10.0,0.0888
