time,value
0.0,0.3848
0.1,1.067
0.2,0.9738
0.3,0.6118
0.4,0.3269
0.51,0.0
0.61,0.3359
0.71,0.8034
0.81,1.0273
0.91,0.8912
1.01,0.6093
1.11,0.027
1.21,0.0
1.31,0.1791
1.41,0.7626
1.52,0.9002
1.62,0.7335
1.72,0.3689
1.82,0.0
1.92,0.1251
2.02,0.5634
2.12,0.8081
2.22,1.0142
2.32,0.6588
2.42,0.5629
2.53,0.4152
2.63,0.1737
2.73,0.6093
2.83,0.9499
2.93,1.111
3.03,0.6666
3.13,0.1702
3.23,0.0
3.33,0.4961
3.43,0.7557
3.54,1.0332
3.64,0.9287
3.74,0.4425
3.84,0.0931
3.94,0.0
4.04,0.3319
4.14,0.7259
4.24,0.9449
4.34,0.7838
4.44,0.3587
4.55,0.0
4.65,0.1935
4.75,0.4016
4.85,0.777
4.95,0.9105
5.05,0.4913
5.15,0.0625
5.25,0.05
5.35,0.1507
5.45,0.6843
5.56,0.848
5.66,0.924
5.76,0.4895
5.86,0.1694
5.96,0.0
6.06,0.2266
6.16,0.7953
6.26,1.0874
6.36,0.7893
6.46,0.3603
6.57,0.0
6.67,0.1321
6.77,0.5682
6.87,0.8813
6.97,1.1557
7.07,0.7651
7.17,0.306
7.27,0.0833
7.37,0.0702
7.47,0.5724
7.58,1.0521
7.68,0.9793
7.78,0.5246
7.88,0.1386
7.98,0.2233
8.08,0.2468
8.18,0.6252
8.28,0.8481
8.38,0.765
8.48,0.3978
8.59,0.0
8.69,0.1747
8.79,0.3529
8.89,0.7353
8.99,0.8287
9.09,0.73
9.19,0.4329
9.29,0.0
9.39,0.0013
9.49,0.4987
9.6,0.9724
9.7,0.9327
9.8,0.6943
9.9,0.1857
10.0,0.0
