time,value
0.0,0.4905
0.1,0.7743
0.2,0.9863
0.3,0.9984
0.4,0.8553
0.51,0.6112
0.61,0.3309
0.71,0.1064
0.81,0.0167
0.91,0.048
1.01,0.2495
1.11,0.5544
1.21,0.7771
1.31,0.9688
1.41,0.9351
1.52,0.7475
1.62,0.5267
1.72,0.2393
1.82,0.0441
1.92,0.0
2.02,0.0312
2.12,0.3563
2.22,0.6253
2.32,0.822
2.42,0.9504
2.53,0.9382
2.63,0.7197
2.73,0.4909
2.83,0.1981
2.93,0.0429
3.03,0.0538
3.13,0.1029
3.23,0.4498
3.33,0.6943
3.43,0.9018
3.54,0.9434
3.64,0.8848
3.74,0.6561
3.84,0.3978
3.94,0.1032
4.04,0.0
4.14,0.0722
4.24,0.2142
4.34,0.4718
4.44,0.8007
4.55,0.895
4.65,0.9742
4.75,0.8632
4.85,0.6139
4.95,0.3354
5.05,0.1153
5.15,0.0037
5.25,0.0938
5.35,0.2915
5.45,0.5611
5.56,0.8323
5.66,1.0134
5.76,0.9742
5.86,0.8709
5.96,0.5724
6.06,0.2671
6.16,0.1098
6.26,0.0002
6.36,0.0797
6.46,0.3172
6.57,0.5723
6.67,0.8507
6.77,1.0213
6.87,0.8989
6.97,0.7174
7.07,0.5166
7.17,0.1727
7.27,0.0064
7.37,0.0115
7.47,0.1101
7.58,0.3893
7.68,0.6702
7.78,0.8849
7.88,1.0338
7.98,0.8979
8.08,0.7187
8.18,0.4395
8.28,0.178
8.38,0.0367
8.48,0.0
8.59,0.1611
8.69,0.4661
8.79,0.7397
8.89,0.8704
8.99,1.0055
9.09,0.8956
9.19,0.6382
9.29,0.3631
9.39,0.091
9.49,0.0069
9.6,0.0441
9.7,0.2295
9.8,0.5247
9.9,0.7736
10.0,0.9907
