time,value
0.0,0.4623
0.1,0.8155
0.2,1.1183
0.3,0.8226
0.4,0.4085
0.51,0.0375
0.61,0.0855
0.71,0.1699
0.81,0.7131
0.91,0.9486
1.01,1.0908
1.11,0.6489
1.21,0.2476
1.31,0.1327
1.41,0.0
1.52,0.6429
1.62,0.9228
1.72,0.9318
1.82,0.8234
1.92,0.5681
2.02,0.0497
2.12,0.0
2.22,0.2092
2.32,0.4589
2.42,1.0208
2.53,1.0095
2.63,0.7505
2.73,0.2288
2.83,0.1136
2.93,0.0914
3.03,0.2997
3.13,0.6751
3.23,1.0485
3.33,0.8417
3.43,0.4268
3.54,0.2768
3.64,0.0
3.74,0.1443
3.84,0.5351
3.94,0.732
4.04,1.07
4.14,0.8295
4.24,0.5425
4.34,0.0604
4.44,0.0477
4.55,0.1856
4.65,0.6789
4.75,1.0525
4.85,1.1473
4.95,0.596
5.05,0.3216
5.15,0.0087
5.25,0.0252
5.35,0.3873
5.45,0.8498
5.56,0.9783
5.66,0.8363
5.76,0.4584
5.86,0.2316
5.96,0.0553
6.06,0.0797
6.16,0.4612
6.26,0.9493
6.36,1.1249
6.46,0.7601
6.57,0.3421
6.67,0.0002
6.77,0.0
6.87,0.5301
6.97,0.8554
7.07,0.8421
7.17,0.8825
7.27,0.6546
7.37,0.2286
7.47,0.0
7.58,0.1244
7.68,0.4334
7.78,0.7694
7.88,1.0693
7.98,0.7869
8.08,0.4776
8.18,0.1378
8.28,0.0
8.38,0.2873
8.48,0.4898
8.59,0.809
8.69,0.9558
8.79,0.6434
8.89,0.3808
8.99,0.0
9.09,0.0
9.19,0.2126
9.29,0.7935
9.39,0.974
9.49,0.8415
9.6,0.5025
9.7,0.2892
9.8,0.2603
9.9,0.1469
10.0,0.568
