time,value
0.0,0.4912
0.1,0.7881
0.2,0.9376
0.3,1.0415
0.4,0.8674
0.51,0.6909
0.61,0.3537
0.71,0.1461
0.81,0.0
0.91,0.0
1.01,0.1752
1.11,0.4361
1.21,0.6881
1.31,0.9629
1.41,1.0157
1.52,0.8938
1.62,0.6576
1.72,0.4256
1.82,0.1778
1.92,0.0156
2.02,0.0117
2.12,0.1705
2.22,0.3742
2.32,0.73
2.42,0.9244
2.53,1.0001
2.63,0.9103
2.73,0.7577
2.83,0.4541
2.93,0.1875
3.03,0.0358
3.13,0.0
3.23,0.1245
3.33,0.3705
3.43,0.6831
3.54,0.8755
3.64,1.0006
3.74,0.9301
3.84,0.8129
3.94,0.5015
4.04,0.2161
4.14,0.1064
4.24,0.0012
4.34,0.0701
4.44,0.3366
4.55,0.5901
4.65,0.8471
4.75,0.9661
4.85,0.9491
4.95,0.7998
5.05,0.555
5.15,0.2728
5.25,0.0457
5.35,0.0
5.45,0.0304
5.56,0.327
5.66,0.5578
5.76,0.8658
5.86,0.9543
5.96,1.0367
6.06,0.8481
6.16,0.6264
6.26,0.3531
6.36,0.0697
6.46,0.0
6.57,0.082
6.67,0.3105
6.77,0.4898
6.87,0.7695
6.97,0.935
7.07,1.0144
7.17,0.8812
7.27,0.649
7.37,0.3482
7.47,0.2127
7.58,0.0
7.68,0.038
7.78,0.2117
7.88,0.5048
7.98,0.7121
8.08,0.9416
8.18,1.0245
8.28,0.939
8.38,0.7128
8.48,0.4248
8.59,0.1891
8.69,0.0354
8.79,0.0432
8.89,0.1562
8.99,0.4303
9.09,0.6924
9.19,0.925
9.29,0.9977
9.39,0.9327
9.49,0.7029
9.6,0.4575
9.7,0.2513
9.8,0.0352
9.9,0.0
10.0,0.1134
